token,web_url,title,posted_time_text,location,mileage_text_raw,mileage_km,year_text,color,brand_model_text,gearbox,fuel_type,base_price_text_raw,base_price_toman,engine_condition,chassis_front_condition,chassis_rear_condition,body_condition,gearbox_condition,description,scraped_at
gadWAaq2,https://divar.ir/v/gadWAaq2,ساینا S صفر کیلومتر ( نقد و اقساط ) تحویل روز,۳ روز پیش در تهران، قیطریه، بلوار صبا,tehran، qeytariyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۳۷۵,۰۰۰,۰۰۰ تومان",1375000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"نمایشگاه معتبر با دو شعبه فعال

فروش نقدی و اقساطی تمامی خودروهای صفر ایرانی و وارداتی با شرایط متنوع اقساط از ۶ تا 36 ماه.

تحویل خودروها کاملاً فوری و بدون معطلی انجام می‌شود.

قیمت‌ها بر اساس نرخ روز بازار هست، نه بالاتر، نه پایین‌تر ✅

قیمت درج‌شده واقعی و قابل استعلام است.

در نمایشگاه ما تمامی خودروهای صفر از جمله ایرانی، چینی و مدل‌های وارداتی روز موجود است.

مشاوره حضوری و تلفنی برای انتخاب بهترین شرایط خرید در دسترس می‌باشد.

تحویل سریع، معامله مطمئن ✅
برای اطلاعات بیشتر تماس بگیرید",2026-09-09T21:46:00.012194
gaBAn0zj,https://divar.ir/v/gaBAn0zj,ساینا S تحویل فوری,۴ ماه پیش در تهران، صادقیه، فلکه دوم صادقیه,tehran، sadeghiyeh,۰,0,۱۴۰۴ - ۲۰۲۵,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۱۲۰,۰۰۰,۰۰۰ تومان",1120000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"نمایندگی صنعت خودرو ساعی با افتخار آماده ارائه خدمات فروش انواع خودرو با بهترین شرایط به مشتریان گرامی است
عضو رسمی اتحادیه صنف خودرو 
   ✅۳۰۷۸۱۸✅

رویای داشتن خودرویی مطمئن، باکیفیت و اقتصادی را با صنعت خودرو ساعی به واقعیت تبدیل کنید

نمایندگی فروش تمامی محصولات 

سایپا / پارس خودرو/ ایرانخودرو / کرمان خودرو / مدیران خودرو / بهمن خودرو و تمامیه (خودروهای مونتاژ)

☑️تحویل خودرو ۱ ساعته 
☑️امکان کارشناسی خودرو قبل از تسویه مبلغ 
☑️امکان نصب تمامی آپشن ها با گارانتی شرکتی
☑️تمامی خودروها دارای ۱ سال بیمه شخص ثالث و ۷۰٪ تخفیف بیمه بدنه میباشد

❌تخفیف ویژه پای معامله❌

☑️تنوع رنگ در تمامی خودروها
☑️سند آزاد، هزینه ی انتقال سند به عهده نمایندگی میباشد
☑️خرید خودرو خود را در صنعت خودرو ساعی بدون واسطه انجام دهید
☑️صنعت خودرو ساعی هیچ شعبه ای دیگری ندارد


کارشناس فروش جهت راهنمایی
‍♀️خانم کاظمی",2026-09-09T21:47:01.071147
gamxeqSz,https://divar.ir/v/gamxeqSz,ساینااس و جی ایکس مدل۱۴۰۵تحویل فوری صفر,ماه پیش در تهران، صادقیه، خ ستارخان,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا GXL دوگانه سوز,دنده‌ای,بنزین,"‏۱,۲۵۸,۰۰۰,۰۰۰ تومان",1258000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"•خودرو طهرانی •
* نمایندگی فروش سایپا،ایران خودرو ، مدیران *
شماره ثبت:۶۵۵۳۷۵
{ فروش انواع خودروهای ایرانی و مونتاژی)
✅تحویل یک ساعته و فوری
✅امکان بازدید قبل از یرداخت
✅خودرو دارای کَارانتی و بیمه
✅70درصد تخفیف بیمه بدنه
✅سند ازاد
✅امکان معاوضه خودرو کارکرده وصفر
✅خودرو با برکه کارشناسی
 ✅۲۴ساعت مهلت کارشناسی
خانم همتی : کارشناس فروش
 خانم همتی
دفتر فروش خودرو طهرانی 
آدرس : فلکه اول صادقیه روبروی بانک مسکن جنب املاک پارسه پلاک ۱۱۱۸ طبقه اول واحد ۳
ساعت کاری ۸:۳۰ صبح تا ۵غروب",2026-09-09T21:48:04.076783
gaKqXBAS,https://divar.ir/v/gaKqXBAS,ساینا دوگانه اپشنال شرکتی /تحویل روز نمایندگی,۲ هفته پیش در تهران، صادقیه,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا GXL دوگانه سوز,دنده‌ای,دوگانه‌سوز شرکتی,"‏۱,۳۰۰,۰۰۰,۰۰۰ تومان",1300000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"****تیام خودروپاسارگاد****
“عضو رسمی اتحادیه”
کد انحصاری 556413
《فروش محصولات ایران خودرو،سایپا،پارس خودرو،بهمن موتور،مدیران،کرمان موتور و ...》
●○کارشناس فروش: خانم کرمی○●
✔️۳شعبه فعال در غرب تهران✔️
✅ضمانت سلامت برگ کارشناسی pds
✅تحویل فقط به صورت نقدی و فوری
✅ سند آزاد ،قابل انتقال ، صفر خشک
✅حق کارشناسی تمامی تجهیزات خودرو قبل از تحویل و تسویه
✅️ 24 ساعت مهلت کارشناسی خودرو
✅️ بدون هزینه اضافی
✅تنوع رنگ ها در تمامی خودرو ها
✅امکان نصب کلیه آپشن های آپکویی با گارانتی ۲ ساله
✅امکان عقد قرارداد با کلیه ارگان ها و شرکت های دولتی و خصوصی به صورت تک و تعداد با نازل ترین قیمت
✅تخفیف ویژه پای قرارداد
✅خرید مستقیم بدون واسطه

⤵️برای کسب اطلاعات بیشتر با کارشناسان ما در ارتباط باشید

☎️ خانم کرمی☎️ 
تهران،ستارخان،بین چهارراه خسرو و پل یادگار،
پلاک 900
{تیام خودرو پاسارگاد}",2026-09-09T21:48:13.140539
gaMExq6d,https://divar.ir/v/gaMExq6d,ساینا اس صفر کیلومتر مدل ۱۴۰۴ و ۱۴۰۵ تحویل روز,۳ ماه پیش در تهران، فاطمی، خ دکتر فاطمی,tehran، north-karegar,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۰۰۰ تومان",1000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"اگه به دنبال خرید مستقیم ساینا اس صفر با استانداردهای جدید هستید، ما در نمایندگی سایپا رضایی (کد ۱۰۵۷) این خودرو را با شرایط ویژه برای شما آماده کرده‌ایم.

✅ مشخصات و شرایط خرید
- مدل‌های ۱۴۰۴ و ۱۴۰۵ صفر کیلومتر
- تحویل فوری و مستقیم از نمایندگی
- سند آزاد و بدون رهن
- دارای ۳ سال گارانتی (تا ۶۰ هزار کیلومتر)
- ۷۰ درصد تخفیف بیمه بدنه ایران
- امکان خرید به صورت نقد و اقساط

✨ آپشن‌های شرکتی خودرو
- فرمان d و صندوق‌پران
- شیشه‌ها و آینه‌های برقی
- سیستم تهویه دیجیتال
- دریچه گاز برقی
- سنسور پارک دنده عقب
- دی‌لایت و اتولایت
- سیستم پیشرفته ضد سرقت
- سیستم صوتی با چهار بلندگو

 برای هماهنگی و اطلاعات بیشتر، خانم مومن آماده پاسخگویی به شما هستند. با ما تماس بگیرید.",2026-09-09T21:48:23.087008
gaKqticN,https://divar.ir/v/gaKqticN,ساینا S و ساینا دوگانه با استاندارد۸۵گانه صفر۱۴۰۵,۲ هفته پیش در تهران، صادقیه، خ داوود اسدی,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,مشکی,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۰۹۰,۰۰۰,۰۰۰ تومان",1090000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"اتو آرسام 
بیش از ۱۰  سال اعتبار در خرید و فروش خودرو
دنبال ماشین خوب با قیمت مناسب و معامله مطمئن هستید؟
اینجا قرار نیست فقط یک خودرو به شما معرفی کنیم؛
کمکتون می‌کنیم خودروی مناسب بودجه و نیازتون رو پیدا کنید.
✅ خودروهای ایرانی و مونتاژی
✅ بررسی و امکان ۲۴ ساعت کارشناسی خودرو
✅ بدون هزینه های اضافه
✅ سند تمامی خودرو ها آزاد٫شفافیت در معامله
✅ مشاوره قبل از خرید
قبل از خرید، یک تماس با اتو آرسام بگیرید؛ شاید بهترین انتخابتون همین یک تماس باشه. 

☎️کارشناس فروش شما: خانم بیرانوند
 اتو آرسام",2026-09-09T21:49:29.309956
QaQX7IuZ,https://divar.ir/v/QaQX7IuZ,ساینا اس /دوگانه‌سوز/ صفرخشک/تحویل یکساعته,۵ ماه پیش در تهران، صادقیه، خ ستارخان,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۸۵۰,۰۰۰,۰۰۰ تومان",850000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"✨️⚜️فرااطلس خودرو پارتاک⚜️✨️

✨️✨️✨️فروش ویژه ✨️✨️✨️
✅بیش از 20 سال سابقه درخشان در صنف خودرو

⭕️️ کارشناس فروش شما خانم سبحانی ⭕️

✔️تحویل خودرو مستقیم از پارکینگ نمایندگی به شرط رویت با برگه کارشناسی
✔️تسویه خودرو بعد از رویت و کارشناسی خودرو
✔️تحویل خودرو به ارگانهای دولتی و خصوصی

✅️تمامی خودروها شامل:

◾️۷۰درصد تخفیف بیمه بدنه
◾️ بیمه ثالث و گارانتی
◾️سند آزاد
◾️فروش نقدی، تحویل یکساعته

⭕️تخفیف ویژه موقع اخذ قرارداد

✔️امکان نصب تمامی آپشن‌های خودرو به صورت سفارشی با بهترین کیفیت و نازلترین و معتبرترین برند روز

✅️جهت کسب اطلاعات بیشتر با کارشناسان ما در تماس باشید.
⭕️️ کارشناس فروش شما خانم سبحانی ⭕️



ساعت کاری
شنبه تا چهارشنبه ۹صبح تا ۱۸
پنجشنبه ۹صبح تا ۱۵

✨️قیمت واقعی خودروی خود را از ما بخواهید✨️",2026-09-09T21:50:35.052677
gahCpQ1N,https://divar.ir/v/gahCpQ1N,ساینا sاتوماتیک مدل اسفند۱۴۰۲,۱ ساعت پیش در تهران، شهرآرا,tehran، sharara,۸۸۰۰,8800,۱۴۰۲ - ۲۰۲۳,سفید,ساینا S اتومات,اتوماتیک,بنزین,"‏۱,۵۲۰,۰۰۰,۰۰۰ تومان",1520000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"ساینا sاتوماتیک
بدون رنگ تمیز کم کار
کارکرد واقعی۸۸۰۰
بیمه اسفند۱۴۰۵
دارای کروز کنترل
دی لایت و اتو لایت
استاندارد۸۵ گانه
فول کامل
رینگ اسپرت فابریک
روکش صندلی
معاوضه با۲۰۷ اتومات هم دارم",2026-09-09T21:52:54.121718
AaGBq2aC,https://divar.ir/v/AaGBq2aC,سایناSتک/دوگانه Gxصفر/1405 1404 تحویل روز,سال پیش در تهران، صادقیه,tehran، sadeghiyeh,۰,0,۱۴۰۴ - ۲۰۲۵,سفید,ساینا GX,دنده‌ای,دوگانه‌سوز شرکتی,"‏۱,۱۳۵,۰۰۰,۰۰۰ تومان",1135000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"میلاد خودرو غرب 

عضو رسمی اتحادیه صنف خودرو 

با کد ثبتی:(۶۰۹۲۴۴)

با ۱۵ سال سابقه درخشان در غرب تهران

نمایندگی فروش تمامی محصولات 

سایپا / پارس خودرو/ ایرانخودرو / کرمان خودرو / مدیران خودرو / بهمن خودرو و تمامیه (خودروهای مونتاژ)

☑️امکان خرید به صورت نقد و اقساط
☑️تحویل خودرو ۱ ساعته 
☑️امکان کارشناسی خودرو قبل از تسویه مبلغ 
☑️امکان نصب تمامی آپشن ها با گارانتی شرکتی
☑️تمامی خودروها دارای ۱ سال بیمه شخص ثالث و ۷۰٪ تخفیف بیمه بدنه میباشد

❌تخفیف ویژه پای معامله❌

☑️تنوع رنگ در تمامی خودروها
☑️سند آزاد، هزینه ی انتقال سند به عهده نمایندگی میباشد
☑️خرید خودرو خود را در میلاد خودرو بدون واسطه انجام دهید
☑️امکان خرید طلا،شمش،دلار/یورو به قیمت بازار

کارشناس فروش جهت راهنمایی
♀️خانم سعادت",2026-09-09T21:53:02.586867
gagWlWmM,https://divar.ir/v/gagWlWmM,ساینا/کوئیک/تیبا/پراید مشاوره و خریدار خودروی شما,۲۳ ساعت پیش در تهران، یافت آباد شمالی,tehran، ebrahim-abad,۱۲۰۰۰۰,120000,۱۴۰۰ - ۲۰۲۱,سفید,ساینا دنده‌ای S,,بنزین,"‏۸۵۰,۰۰۰,۰۰۰ تومان",850000000,تعیین‌نشده,تعیین‌نشده,تعیین‌نشده,سالم و بی‌خط و خش,,"بنام خدا
ساینا/کوئیک/تیبا/پراید 
مشاوره خریدار خودروی شما
تماس بگیرید",2026-09-09T21:53:55.690459
gahy2icH,https://divar.ir/v/gahy2icH,ساینا,۳ ساعت پیش در تهران، بهداشت، بلوار معلم,tehran، behdasht,۱۳۰۰۰۰,130000,۱۳۹۸ - ۲۰۱۹,سفید,ساینا GX,دنده‌ای,بنزین,"‏۹۱۵,۰۰۰,۰۰۰ تومان",915000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"با سلام 
ماشین فوق بیرنگ 
2 تا لیسه 5 سانتی روی کاپوت داره 
عقب جلو پلمپ",2026-09-09T21:54:06.777472
gadsE7Wn,https://divar.ir/v/gadsE7Wn,ساینا اس S  دنده مدل ۱۴۰۵ صفر خشک سفید / مشکی,۳ ماه پیش در تهران، چوب تراش، بلوار چوب تراش,tehran، chub-tarash,۰,0,۱۴۰۴ - ۲۰۲۵,سفید,ساینا دنده‌ای S,,بنزین,"‏۱,۳۱۰,۰۰۰,۰۰۰ تومان",1310000000,تعیین‌نشده,تعیین‌نشده,تعیین‌نشده,سالم و بی‌خط و خش,,"⚜️ صنعت خودرو نیک راسا با بیش از ۱۵ سال 
———-کدثبت:۶۷۳۶۷۷—————-
سابقه تخصصی در حوزه خرید و فروش خودرو و عضویت رسمی اتحادیه، تجربه‌ای مطمئن، شفاف و حرفه‌ای را برای مشتریان فراهم کرده است. ⚜️

✨ عرضه خودروهای صفر  همراه با گارانتی معتبر
✨ سند آزاد | انتقال سند به عهده مجموعه ما
✨تخفیف ویژه بیمه بدنه تا ۷۰٪
✨ تضمین اصالت، سلامت فنی و بدنه خودرو

 شرایط فروش ویژه و متفاوت نیک راسا:

✔️ فروش نقدی و تحویل فوری
✔️ امکان کارشناسی و تست کامل خودرو پیش از تسویه
✔️ امکان معاوضه با انواع خودرو صفر و کارکرده
✔️ تنوع رنگ و مدل مطابق سلیقه شما
✔️ تسویه نهایی پس از تایید کارشناس منتخب شما
✔️ خرید و فروش بدون واسطه با قیمت‌گذاری منصفانه
✔️ امکان تهاتر با طلا، شمش، دلار و یورو بر اساس نرخ روز بازار

⭐️ هدف ما فقط فروش خودرو نیست؛ ایجاد یک خرید امن، حرفه‌ای و بدون دغدغه برای شماست.

‍ کارشناس فروش: خانم یکتا

 جهت دریافت مشاوره، استعلام قیمت روز و هماهنگی بازدید، با کارشناسان فروش تماس بگیرید.
در صورت شلوغی خطوط، مراجعه حضوری شما موجب تسریع در روند خرید خواهد شد.",2026-09-09T21:55:00.874033
gahOFUj2,https://divar.ir/v/gahOFUj2,ساینا ۱۴۰۰ ex,۵ ساعت پیش در تهران، جی، خ حسینی دوست,tehran، jey,۸۰۰۰۰,80000,۱۴۰۰ - ۲۰۲۱,سفید,ساینا دنده‌ای EX,دنده‌ای,بنزین,"‏۹۷۰,۰۰۰,۰۰۰ تومان",970000000,سالم,سالم و پلمپ,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,"بدنه بدون تصادف رنگ
فقط هلالی گلگیرعقب بدلیل خراشیدگی ابرنگ شده
شاسی هاسالم
فنی سالم
لاستیک های جلو نو عقب متوسط
داخل اتاق تمیز و سالم
صددرصد بهتر و باکیفیت از سایناهای جدید سری اس
پول نیاز بدلیل جابجایی منزل
قیمتم زیرقیمت کارشناسی گذاشتم
معاوضه ندارم
فقط نقد",2026-09-09T21:55:10.987541
gabJSiGq,https://divar.ir/v/gabJSiGq,ساینا /S/ Gx /صفر خشک ۴۰۵,ماه پیش در تهران، صادقیه، خ ستارخان,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا GXL بنزینی,دنده‌ای,بنزین,"‏۱,۱۷۰,۰۰۰,۰۰۰ تومان",1170000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"✅️ارژنگ خودرو  با بیش از 15 سال سابقه در زمینه فروش✅ 
✅فروش محصولات داخلی و خارجی✅
✅تحویل فوری✅
✅تحویل خودرو به روز مستقیم از پارکینگ نمایندگی✅ 
✅تسویه بعد از رویت و کارشناسی خودرو✅
✅سند تمامی خودروها آزاد میباشد✅ 
✅فروش بدون واسطه ✅ 
✅24 ساعت مهلت کارشناسی خودرو✅ 
✅تمامی خودرو ها با سایر رنگ‌ها موجود میباشد✅ 
کارشناس فروش خانم قاسمی",2026-09-09T21:56:05.906567
gahGFDTW,https://divar.ir/v/gahGFDTW,ساینا S -مدل اخر 403-تک سوز-کم کار - بدون رنگ,۵ ساعت پیش در تهران، قزل قلعه، خ فرشی مقدم,tehran، qezel-qaleh,۱۹۰۰۰,19000,۱۴۰۳ - ۲۰۲۴,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۲۷۰,۰۰۰,۰۰۰ تومان",1270000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"کلا 19000 تا کار کرده و خیلی کم استفاده شده
 بی رنگ - سند تک برگ - شاسی ها و موتور و گیربکس کاملا سالم
گارانتی فعال هست و سرویس های دوره ای مرتب انجام شده",2026-09-09T21:57:17.387799
gahaElEl,https://divar.ir/v/gahaElEl,ساینا s خاص که گم نمیشه,۶ ساعت پیش در تهران، افسریه شمالی، بلوار نیکوعمل,tehran، afsariyeh,۹۰۰۰۰,90000,۱۴۰۱ - ۲۰۲۲,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۲۹۰,۰۰۰,۰۰۰ تومان",1290000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"اگه دنبال یه ساینای خاصی که تو خیابون گم نشه بخون 
بدون رنگ و تعویض فقط یه دور گلگیر یه وجب رنگ شده موتور خط انداخته بود. ضربه نداشته 
شاسی ها سالم و پلمپ .خودش آپشن زیاد داره همه فعال هستند 
رینگ سایز ۱۵ شاخ گوزنی جدید ۲۰۲۴ و لاستیک خارجی فاق کوتاه حرفه ای  ۱۰۰ درصد به مبلغ ۱۰۰ میلیون تومان تازه انداختم 
زاپاس نو زیر ماشین نرفته
چراغ زیر سپر هدلایت قوی چراغ اصلی ها هم هدایت قوی به مبلغ ۱۵ میلیون تومان .ریمپ حرفه ای 
کمک ها کی دی اس کوتاه و ریگلاژی که قابلیت تنظیم ارتفاع دستی دارید مارک ریما فنر. جلوبندی نو
دیسک و صفحه کره ای اصل و تسمه تایم آلمانی و شمع و وایر تقویتی تازه عوض کردم برو تا ۷۰ هزار تا 
روکش صندلی چرمی VIP و طبی حرفه ای به مبلغ ۱۳ میلیون .کف پایی ضد آب و اسپرت 
لنت های عقب جلو و سیم دستی تازه عوض شده 
شیشه دودی آمریکایی 
باطری آمپر بالا تو 
دریچه گاز و سوزن انژکتور تازه سرویس شده 
رینگ پیستون تقویتی انداختیم 
هدرز و رم ایر حرفه ای انداختیم 
منبع اگزوز  سایلنس دار ۷۱۵ برند JS
تا ۱۰۰ اسب راحت توان داره
بیمه ثالث یک ماه 
بیمه بدنه فول ۹ ماه 
معاینه فنی ۹ ماه
مدارک تکمیل",2026-09-09T21:58:20.268389
gahK0t1r,https://divar.ir/v/gahK0t1r,ساینا اس ۴۰۱,۷ ساعت پیش در تهران، هفت چنار، خ بهاران,tehran، haftchenar,۷۸۰۰۰,78000,۱۴۰۱ - ۲۰۲۲,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۰۰۰,۰۰۰,۰۰۰ تومان",1000000000,سالم,سالم و پلمپ,سالم و پلمپ,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,"شاسی ها سالم و پلمپ
لاستیک نو
کولر یخ
۷۸۰۰۰ تا کارکرد
مصرفی ها تعویض شده
تک‌استارت روشن
تو جنگ دیوار ریخت رو‌ ماشین 
سقف و گلگیر صافکاری شده و رنگ داره و تنها ایراد ماشین همینه",2026-09-09T21:58:27.011679
gah-jBPY,https://divar.ir/v/gah-jBPY,ساینا مدل 1400,۷ ساعت پیش در تهران، هفت چنار,tehran، haftchenar,۱۰۰۰۰۰,100000,۱۴۰۰ - ۲۰۲۱,سفید,ساینا دنده‌ای EX,دنده‌ای,بنزین,"‏۱,۰۰۰,۰۰۰,۰۰۰ تومان",1000000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"ساینا معمولی کم کارکرد 100هزارتا
بدون رنگ و شاسی ها سالم و پلمپ 
مصرفی ها به موقع انجام شده است
فنی سالم و بدون ایراد",2026-09-09T21:59:21.476108
gaRpO3RY,https://divar.ir/v/gaRpO3RY,ساینا اس تک سوز/ دوگانه GX ارتقایافته مدل ۱۴۰۵,۲ ماه پیش در تهران، صادقیه، خ ستارخان,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,دوگانه‌سوز شرکتی,"‏۱,۱۵۰,۰۰۰,۰۰۰ تومان",1150000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"✨نمایندگی برتر کارا خودرو✨️خرید مطمئن 
 ✨عضو رسمی اتحادیه خودرو با کد ثبت ۶۰۳۶۴۲✨️
نمایندگی مجاز محصولات ایران خودرو_پارس خودرو
بهمن موتور_کرمان موتور_ام وی ام_وارداتی 
✅تحویل خودرو بصورت مستقیم ازپارکینگ نمایندگی به شرط رویت و کارشناسی قبل از پرداخت وجه
✅خودرو ها شامل گارانتی فعال-بیمه ی شخص ثالث-۷۰٪ تخفیف بیمه بدنه
✅رنگ بندی موجود
✅بدون پرداخت هیچ گونه هزینه اضافی اعم از کارمزد -کمیسیون- هزینه سند و...
✅۲۴ساعت حق کارشناسی
✅ نصب آپشن های شرکتی خودرو بصورت سفارشی  بابهترین کیفیت و نازلترین قیمت
✅فروش نقدی✨تحویل فوری✨ سند آزاد
✅مدارک تکمیل آماده انتقال 
✅ تخفیف ویژه پای قرارداد اعمال خواهد شد.

✨ کارشناس فروش: خانم امینی 

✅در صورت عدم پاسخگویی  بدلیل حجم بالای تماس ها لطفا حضوری تشریف بیارید✨

⬅️ صادقیه کارا خودرو",2026-09-09T21:59:28.483353
gacmTv1S,https://divar.ir/v/gacmTv1S,ساینا s/ ساینا دوگانه  صفرخشک  روز,۴ روز پیش در تهران، ستارخان,tehran، sattarkhan,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۹۴۰,۰۰۰,۰۰۰ تومان",940000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,,"⭐️آرون خودرو پیشگامان با بیش از ۱۵ سال سابقه درخشان⭐️  

⭐ سند آزاد و هزینه انتقال سند بر عهده نمایندگی است⭐️  

شرایط فروش ویژه:  

✅ فروش نقدی و تحویل فوری 
✅ امکان خرید طلا، شمش، دلار، یورو به قیمت روز بازار 
✅ ۲۴ ساعت مهلت کارشناسی و رویت خودرو قبل از تسویه 
✅ امکان معاوضه با خودروهای صفر و کارکرده 
✅ تسویه پس از تحویل و تایید کارشناس شما 
‌✅ بدون واسطه، خرید مطمئن و شفاف  

کارشناس فروش شما: خانم کیانی  ☎️ 

برای اطلاعات بیشتر و دریافت قیمت لحظه‌ای خودرو، لطفاً با کارشناس فروش تماس بگیرید. در صورت مشغول بودن خطوط فروش، به صورت حضوری مراجعه نمایید",2026-09-09T22:00:23.828241
Qa7XCEbt,https://divar.ir/v/Qa7XCEbt,ساینا s/ساینا Gx دوگانه سوز/تحویل فوری,۴ ماه پیش در تهران، صادقیه,tehran، sadeghiyeh,۰,0,۱۴۰۴ - ۲۰۲۵,سفید,ساینا GXL دوگانه سوز,دنده‌ای,دوگانه‌سوز شرکتی,"‏۱,۱۳۵,۰۰۰,۰۰۰ تومان",1135000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"میلاد خودرو غرب 

عضو رسمی اتحادیه صنف خودرو 

با کد ثبتی:(۶۰۹۲۴۴)

با ۱۵ سال سابقه درخشان در غرب تهران

نمایندگی فروش تمامی محصولات 

سایپا / پارس خودرو/ ایرانخودرو / کرمان خودرو / مدیران خودرو / بهمن خودرو و تمامیه (خودروهای مونتاژ)

☑️امکان خرید به صورت نقد و اقساط
☑️تحویل خودرو ۱ ساعته 
☑️امکان کارشناسی خودرو قبل از تسویه مبلغ 
☑️امکان نصب تمامی آپشن ها با گارانتی شرکتی
☑️تمامی خودروها دارای ۱ سال بیمه شخص ثالث و ۷۰٪ تخفیف بیمه بدنه میباشد

❌تخفیف ویژه پای معامله❌

☑️تنوع رنگ در تمامی خودروها
☑️سند آزاد، هزینه ی انتقال سند به عهده نمایندگی میباشد
☑️خرید خودرو خود را در میلاد خودرو بدون واسطه انجام دهید
☑️امکان خرید طلا،شمش،دلار/یورو به قیمت بازار

کارشناس فروش جهت راهنمایی
‍♀️خانم افشار",2026-09-09T22:01:29.933583
gaRKYGuc,https://divar.ir/v/gaRKYGuc,ساینا s مدل ۱۴۰۲,هفته پیش در تهران، سازمان برنامه شمالی، خ محرابی,tehran، sazamn-barnameh,۶۹۰۰۰,69000,۱۴۰۲ - ۲۰۲۳,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۱۲۰,۰۰۰,۰۰۰ تومان",1120000000,سالم,سالم و پلمپ,سالم و پلمپ,صافکاری بی‌رنگ,,"ساینا s مدل ۱۴۰۲ سفید نصف کلاف درب جلو راننده نصفش رنگ شده الباقی بدون رنگ بیمه تا خرداد ۴۰۶ کارکرد ۶۹۰۰۰ کیلومتر سند دست اول فروش نقد یا معاوضه با خودرو تمیز
. 

.",2026-09-09T22:01:37.644686
